108,Man Heng Auto Service,Alan,,,1,2,1,,,October,WorkShop,Castrol,Kuala Lumpur,Kuala Lumpur,"NO:62G, Jalan Medan Putra 3, Business Centre,Bandar Sri Menjalara,52200 Kuala Lumpur",https://share.google/IKVWfXTvQrFSoIgcW,https://wa.me/60173367848,Y3,60173367848,6017-3367 848,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
109,MJ Auto (U5) Sdn Bhd,Alan,,,1,2,1,,,October,Tyre Dealer ,Hi Rev,Shah Alam,Selangor,"NO : 2,Jalan Utarid U5/24,Mah Sing Industrial Park,40150 Shah Alam, Selangor",https://share.google/IKVWfXTvQrFSoIgcW,https://wa.me/60123552225,Y3,60123552225,6012-3552 225,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
110,HKK Tyre Service,Alan,,,1,2,1,,,October,Tyre Dealer ,Chao Yang,Shah Alam,Selangor,"41, Jalan Utarid U5/27, Mah Sing Industrial Park, 40150 Shah Alam, Selangor",https://share.google/C18rckKzsg5hksSyH,https://wa.me/60122137738,Y3,60122137738,6012-2137 738,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
111,Top Star Tyres Sdn Bhd,Alan,150,,,,,,Oct 2025,October,Tyre Dealer ,Own Signage,Batu Caves,Selangor,"No.11, Jalan PPS 1,Pusat Perdagangan Selaseh,68100 Batu Caves, Selangor
",https://share.google/ZxpI4zvSKwbGg5ePd,https://wa.me/60162190626,March26,60162190626,6016-2190 626,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
112,SS Pro Auto Sdn Bhd,Alan,,,,10,1,1,,October,Tyre Dealer ,Continental,Petaling Jaya,Selangor,"No:8 & 10, Jalan PJS 11/3,Sunway Light Industrial Park 46150 Petaling Jaya, Selangor",https://share.google/lLB5SDYHo9rRGm9UH,https://wa.me/60192892669,Y3,60192892669,6019-2892 669,"[""Valve"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_817ae20b78dd4cd98f7f5baf5ea729b1~mv2.png/Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
113,Kakimotor Klang,Liew,,,5,10,,,Oct 2025,October,Tyre Dealer ,Own Signage,Klang,Selangor,"No.6, Jalan Astaka 4B/KU2, Bandar Bukit Raja, 41050 Klang, Selangor",https://share.google/moxlbZz2gxvEzr3Us,https://wa.me/60162162047,Y3,60162162047,6016-2162 047,"[""TPMS"",""Valve""]",wix:image://v1/7bdb27_0826bdb078cf4b099cb33b810ff324fc~mv2.png/TPMS_Valve.png#originWidth=3160&originHeight=670,
114,Kakimotor Nilai,Liew,,,5,10,,,Oct 2025,October,Tyre Dealer ,Own Signage,Nilai,Negeri Sembilan,"PT8028 Jalan BBN 5/3, Taman Desa Jasmin,71800 Nilai, Negeri Sembilan",https://share.google/UiIrQwNDSbiVuxoEj,https://wa.me/60126857121,Y3,60126857121,6012-6857 121,"[""TPMS"",""Valve""]",wix:image://v1/7bdb27_0826bdb078cf4b099cb33b810ff324fc~mv2.png/TPMS_Valve.png#originWidth=3160&originHeight=670,
115,IF Auto Sdn Bhd,Alan,,,1,2,1,,,October,WorkShop,Own Signage,Puchong,Selangor,"No. 48, Jalan Puteri 5/12,Bandar Puteri Puchong,47100 Puchong, Selangor",https://share.google/Wm6xPFWiX7xRVlWqk,https://wa.me/60175159265,Y3,60175159265,6017-5159 265,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
116,Cheng Hup Tyres & Auto Service,Alan,,,2,,2,,Oct 2025,October,WorkShop,Own Signage,Kuala Lumpur,Kuala Lumpur,"NO:1701,Jalan Tebing Timor,Jinjang Utara,52000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/gE02iIf84pbGy10yK,https://wa.me/60166551998,Y3,60166551998,6016-6551 998,"[""Inflator"",""TPMS""]",wix:image://v1/7bdb27_48e4226c63bc44e69c28f6b5d0ef1626~mv2.png/TPMS_Inflator.png#originWidth=3160&originHeight=670,
117,Best GT Auto Sdn Bhd,Alan,18,,,4,1,,,October,WorkShop,Own Signage,Setapak,Kuala Lumpur,"No. SH-13, Jalan Cengal Selatan,Taman Setapak,53000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/geVuwsdmBZ8miVRES,https://wa.me/60193515959,Y3,60193515959,6019-3515 959,"[""Valve"",""Inflator""]",wix:image://v1/7bdb27_64e28d7ca992473cbf1593c02064e14e~mv2.png/Valve_Inflator.png#originWidth=3160&originHeight=670,
118,Weng Heng BP Tyre & Auto Service Sdn Bhd,Alan,,,2,2,1,,,October,Tyre Dealer ,Goodyear,Puchong,Selangor,"NO:53,Jalan BP 5,Bandar Bukit Puchong,47100 Puchong, Selangor",https://share.google/nCm7PEJOn8zFewD6d,https://wa.me/60126951622,Y3,60126951622,6012-6951 622,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
119,Maxipura Sdn Bhd,Alan,,,,10,,10,Oct 2025,October,Tyre Dealer ,Goodyear,Shah Alam,Selangor,"44, Jalan Badminton 13/29, Seksyen 13, 40100 Shah Alam, Selangor",https://share.google/uoxAgzB0TIQkrW3uh,https://wa.me/601128616130,Y3,601128616130,6011-2861 130,"[""Valve"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_2dfa877668cc4254a14ad1c2fb2b34f7~mv2.png/Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
120,Supermax Tyres & Auto Service Centre,Liew,45,,,,,,,October,Tyre Dealer ,Yokohama,Seri Kembangan,Selangor,"No.2, Jalan PBS 14/10,Taman Perindustrian Bukit Serdang, Bukit Serdang, 43300 Seri Kembangan, Selangor",https://share.google/C0RNIZLfzMVAD7lvD,https://wa.me/60167219819,March26,60167219819,6016-7219 819,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
121,Eco Plus Tyre AutoCare,Liew,,,,20,,,,October,WorkShop,Own Signage,Tropicana Aman,Selangor,"18-1,jalan Aman Tiara 4, D.E, Persiaran Tropicana Aman, 42500, Selangor",https://share.google/F53YFeiXhbnh5lzBE,https://wa.me/60102161096,Y4,60102161096,6010-2161 096,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
122,Dk Tyre Auto,Liew,,,,2,2,1,,October,Tyre Dealer ,Own Signage,Petaling Jaya,Selangor,"No.14, Jalan SS 20/10, Taman Damansara Kim, 47400 Petaling Jaya, Selangor",https://share.google/OhLMGGdjn8WOf7tG0,https://wa.me/60122272936,Y4,60122272936,6012-2272 936,"[""Valve"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_817ae20b78dd4cd98f7f5baf5ea729b1~mv2.png/Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
123,N Speed Tyre & Car Service Centre Sdn Bhd,Alan,,,,10,,,,October,Tyre Dealer ,Own Signage,Batu Caves,Selangor,"No.47,Jln Prima SG3/1,Prima Sri Gombak,68100 Batu Caves, Selangor",https://share.google/KgiVjlSjTWMo9UnQ2,https://wa.me/60163313732,Y4,60163313732,6016-3313 732,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
124,WSS Car Service Center Sdn Bhd,Alan,,,2,,,,,October,Tyre Dealer ,Continental,Semenyih,Selangor,"No. 27-G, Jalan Semenyih Sentral 1,Semenyih Sentral,43500 Semenyih, Selangor",https://share.google/RInXoI1qkGaevRYMh,https://wa.me/60122837813,Y4,60122837813,6012-2837 813,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,
125,WSS Motorsport Sdn Bhd,Alan,,,,,,,,October,Tyre Dealer ,Hankook,Semenyih,Selangor,"49, Jalan TPS 1/5,Taman Pelangi Semenyih,43500 Semenyih, Selangor",https://share.google/LE9vkubS5Vg4QWSHb,https://wa.me/601161119696,Y4,601161119696,6011-6111 696,,,
126,Explosion Auto Car Care (M) Sdn Bhd,Liew,22,,,,,,,October,WorkShop,Own Signage,Ampang,Selangor,"No. 15, Jalan Avenue 3, One Ampang Avenue, 68000 Ampang, Selangor",https://share.google/iSlndzAyNZFE9akv7,https://wa.me/60162085583,March26,60162085583,6016-2085 583,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
127,KK Speed Car Service Center PLT,Alan,,,,2,1,,,October,Tyre Dealer ,Own Signage,Puchong,Selangor,"25, Jalan Puteri 4/1, Bandar Puteri, 47100 Puchong, S",https://share.google/gKVGbeY4wacZHL2Ao,https://wa.me/60103663223,Y4,60103663223,6010-3663 223,"[""Valve"",""Inflator""]",wix:image://v1/7bdb27_64e28d7ca992473cbf1593c02064e14e~mv2.png/Valve_Inflator.png#originWidth=3160&originHeight=670,
128,https://wa.me/60173118700,Liew,,,1,2,,1,,October,Tyre Dealer ,Bridgestone,Seri Kembangan,Selangor,"1, Jalan PUJ 3/4, Taman Puncak Jalil, 43300 Seri Kembangan, Selangor",https://share.google/TpErRVBb5pGHDsUhT,https://wa.me/60173118700,Y4,60173118700,6017-3118 700,"[""Valve"",""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_db19afea413746e8a69e4cc674ecca06~mv2.png/TPMS%20+%20Valve%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
129,Wing Hing Tyre Service Sdn Bhd,Alan,,1,1,10,,,Oct 2025,October,Tyreplus,Tyreplus,Sungai Buloh,Selangor,"503A, Kampung Baru Sg. Buloh, Sungai Buloh,  47000 Sungai Buloh Malaysia",https://share.google/YjIt8npw2ZRu62r6a,https://wa.me/60162157833,Y5,60162157833,6016-2157 833,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
130,Eurika Autocare Sdn Bhd,Alan,,1,1,10,,,Dec 2025,October,Tyreplus,Tyreplus,Shah Alam,Selangor,"No. 9, Jalan Anggerik Vanilla P31/P, Kota Kemuning, Seksyen 31, 40460 Shah Alam, Selangor",https://share.google/EKrCWBkEsuSALQStw,https://wa.me/60162087833,Y5,60162087833,6016-2087 833,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
131,WH Autocare Sdn Bhd,Alan,,1,1,10,,,,October,Tyreplus,Tyreplus,Kuala Lumpur,Kuala Lumpur,"No.6, Persiaran KIP 3, Taman Perindustrian KIP, 52200 Kuala Lumpur.",https://share.google/6FgpUEncU9wbBgHiO,https://wa.me/60123835187,Y5,60123835187,6012-3835 187,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
132,Mega Autocare Sdn Bhd,Alan,,1,1,10,,,,October,Tyreplus,Tyreplus,Sungai Buloh,Selangor,"2, Jalan TSB 10, Taman Industri Sungai Buloh, 47000 Sungai Buloh, Selangor",https://share.google/bygiyNeJh1FzHPncs,https://wa.me/60162180109,Y5,60162180109,6016-2180 109,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
133,Nova Autocare Sdn Bhd,Alan,,1,1,10,,,,October,Tyreplus,Tyreplus,Kepong,Kuala Lumpur,"38, Jalan 6/62a, Bandar Menjalara, 52200 Kepong, Wilayah Persekutuan Kuala Lumpur",https://share.google/ZzdbmEVvZdZJF42u5,https://wa.me/60166877559,Y5,60166877559,6016-6877 559,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
134,Nova Autocare (BSD) Sdn Bhd,Alan,,1,1,10,,,,October,Tyreplus,Tyreplus,Kuala Lumpur,Kuala Lumpur,"35, Jalan Ara SD 7/3a, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan",https://share.google/36j6kxPNXyexZqjym,https://wa.me/60105668331,Y5,60105668331,6010-5668 331,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
135,Nova Autocare (SLJ) Sdn Bhd,Alan,,1,1,10,,,,October,Tyreplus,Tyreplus,Batu Caves,Selangor,"Lot 56987, 1, Jalan SJ 1, Taman Selayang Jaya, 68100 Batu Caves, Selangor",https://share.google/tvzV88m89g9UX1ZLE,https://wa.me/60102051199,Y5,60102051199,6010-2051 199,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
136,Nova Autocare (PPS) Sdn Bhd,Alan,,1,1,10,,,Dec 2025,October,Tyreplus,Tyreplus,Puchong,Selangor,"G-2, Jln Puteri 4/9, Bandar Puteri, 47100 Puchong, Selangor",https://share.google/fhvUOvSbKgWpWzDmA,https://wa.me/60102202233,Y5,60102202233,6010-2202 233,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
137,Nova Autocare (PJ) Sdn Bhd,Alan,,1,1,10,,,Dec 2025,October,Tyreplus,Tyreplus,Petaling Jaya,Selangor,"76, Jalan SS 24/2, Taman Megah, 47301 Petaling Jaya, Selangor",https://share.google/MbmbuoN0eNEZ0Vikv,https://wa.me/60163842644,Y5,60163842644,6016-3842 644,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
138,Nova Autocare (SA) Sdn Bhd,Alan,,1,1,10,,,,October,Tyreplus,Tyreplus,Shah Alam,Selangor,"80G, Jalan Eco Ardence C U12, Seksyen, Setia Alam, 40170 Shah Alam",https://share.google/PD675QjYYQoh0RdET,https://wa.me/60163842644,Y5,60163842644,6016-3842 644,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
139,Nova Autocare (DP) Sdn Bhd,Alan,,1,1,10,,,,October,Tyreplus,Tyreplus,Petaling Jaya,Selangor,"no 72, 1, Jalan PJU 8/5b, Damansara Perdana, 47820 Petaling Jaya, Selangor",https://share.google/vaNu0TBn8APaCVJNu,https://wa.me/60166877559,Y5,60166877559,6016-6877 559,"[""Valve"",""Windshield Fluid"",""TPMS""]",wix:image://v1/7bdb27_52001d66d1ce40e2bdaf7ccb81b88ab1~mv2.png/Fluid_TPMS_Valve.png#originWidth=3160&originHeight=670,
140,4M Carcare Auto Service Sdn Bhd,Alan,,,1,2,1,,,October,WorkShop,Own Signage,Kuala Lumpur,Kuala Lumpur,"NO : 45, Jalan Gangsa SD 5/3H, Bandar Sri Damansara, 52200 Kuala Lumpur",https://share.google/UDJaJ5ub17Yu3NfA4,https://wa.me/601119339513,Y5,601119339513,6011-1933 513,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
141,Weng Tat Tyre Service,Alan,,,1,1,1,1,,November,Tyre Dealer ,Goodyear,Subang Jaya,Selangor,"12, Jalan SS 14/2, Ss 14, 47500 Subang Jaya, Selangor",https://share.google/VCVhwnvMW3KvwLGan,https://wa.me/60127833199,Y5,60127833199,6012-7833 199,"[""Valve"",""TPMS"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_a72bc59396cd4f9f8b337e098d9e8251~mv2.png/TPMS%20+%20Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
142,Wan Auto Car Wheels Sdn Bhd,Alan,,,,10,,,,November,Tyre Dealer ,Continental,Bandar Baru Bangi,Selangor,"No. 2 Jalan 7/7A, Seksyen 7, 43650 Bandar Baru Bangi.",https://share.google/D3CT9Qo4oykAZ5A4X,https://wa.me/60193887211,Y5,60193887211,6019-3887 211,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,
143,Subang 2 Car Care Sdn Bhd,Liew,122,,,,,,Dec 2025,November,Tyre Dealer ,Toyo,Shah Alam,Selangor,"2, Jalan Apollo U5/191, Bandar Pinggiran Subang, 40150 Shah Alam, Selangor",https://share.google/nIfwLCHoD9d6STyFA,https://wa.me/60163556999,Y5,60163556999,6016-3556 999,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
144,Perkhidmatan & Perniagaan Tayar Kim Heng,Alan,,,1,2,1,,,November,Tyre Dealer ,Own Signage,Kuala Lumpur,Kuala Lumpur,"LOT KP-G6 Ground Floor,Block KPI, Jalan 3/115C,Taman Kuchai Jaya, 58200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/4BcDkYPfHuydg59GK,https://wa.me/60176666863,Y5,60176666863,6017-6666 863,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
145,LBH Tyre Services Sdn Bhd,Alan,,,1,,,2,,November,Tyre Dealer ,Shell,Petaling Jaya,Selangor,"No. 5, Jalan SS 21/1a, Damansara Utama, 47400 Petaling Jaya, Selangor",https://share.google/GFP5N4vrl0gjDeVUe,https://wa.me/60166628899,Y5,60166628899,6016-6628 899,"[""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_546204fdf2214c82ae990e5cc8926d92~mv2.png/TPMS%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,
146,BL Auto Car Care & Tyres (M) Sdn Bhd,Alan,,,1,1,1,,,November,Tyre Dealer ,Own Signage,Kuala Lumpur,Kuala Lumpur,"2393, Jalan E 1/5,TamanEhsan Industrial Area,52100 Kuala Lumpur",https://share.google/wrVysCJbC7u96upB8,https://wa.me/60123227870,Y5,60123227870,6012-3227 870,"[""Valve"",""TPMS"",""Inflator""]",wix:image://v1/7bdb27_de65c53941324ae5b176377f35839719~mv2.png/Valve_TPMS_Inflator.png#originWidth=3160&originHeight=670,
147,M&L Tyre Auto Service Sdn Bhd,Liew,22,,,,,,,December,Tyre Dealer ,Toyo,Balakong,Selangor,"No. G-7 & H-8, Lot 400, Batu 11, Jalan Balakong Kawasan Perindusrian Cheras Jaya 43200 Cheras, Selangor",https://share.google/NT3PZNx55rsAHZOLw,https://wa.me/60192625530,Y5,60192625530,6019-2625 530,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
148,Kim Yeow Auto Service PLT,Liew,160,,,,1,1,Dec 2025,December,Tyre Dealer ,Toyo,Bandar Baru Bangi,Selangor,"No. 1, Jalan 1/4, Bandar Baru Bangi, Selangor, 43650 Bangi",https://share.google/shEx37cflRMxoNRD2,https://wa.me/60166555569,Y5,60166555569,6016-6555 569,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,
149,Mutiara Techart Auto Services & Tyre Sdn Bhd,Liew,150,,,,2,,Dec 2025,December,Tyre Dealer ,Continental,Petaling Jaya,Selangor,"No 8, CP-1, Jalan PJU 7/4, Mutiara Damansara, 47810 Petaling Jaya, Selangor",https://share.google/khVt0IBItGls1X3KV,https://wa.me/60126790381,March26,60126790381,6012-6790 381,"[""Wiper"",""Valve""]",wix:image://v1/7bdb27_2471275e9d3f4377995d5e5cd7bfb5c0~mv2.png/Wiper_Valve.png#originWidth=3160&originHeight=670,X
150,Top Tyre Sdn Bhd,Liew,,,,30,,,,December,Tyre Dealer ,Own Signage,Gombak,Kuala Lumpur,"BATU 4 1\2, 50-D JALAN KAMPUNG BANDAR DALAM, OFF, Jln Gombak, Kampung Bandar Dalam, 51100, Wilayah Persekutuan Kuala Lumpur",https://share.google/lxsH5CLMKaYBhf4HG,https://wa.me/60162034233,March26,60162034233,6016-2034 233,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,X
151,DE Forged Wheels And Tires Services Sdn Bhd,Liew,110,,,,,,Dec 2025,December,Tyre Dealer ,Goodyear,Medan Niaga Rampai,Kuala Lumpur,"19, JALAN RAMPAI NIAGA 2, MEDAN NIAGA RAMPAI, 53300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/5MGXo4Rr39zvkdMtn,https://wa.me/60163482595,March26,60163482595,6016-3482 595,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,X
152,Speed X Tyre Sdn Bhd ,Liew,,,,10,,,,December,Tyre Dealer ,Motul,Klang,Selangor,"25-G, Jalan Bayu Laut 1/KS09, Kota Bayuemas, 41200 Klang, Selangor",https://share.google/pBccTT7afD9bGcTc1,https://wa.me/601121868225,March26,601121868225,6011-2186 225,"[""Valve""]",wix:image://v1/7bdb27_110173656c8c4335aecf23f4833f5b9f~mv2.png/Valve.png#originWidth=3160&originHeight=670,X
153,Yee Huat Tyre & Battery Service (Rawang),Liew,100,1,9,20,9,1,Dec 2025,December,Tyre Dealer ,Tayaria,Rawang,Selangor," 34 & 36, Jalan Setia Rawang 1, Taman Setia Rawang, 48000 Rawang, Selangor",https://share.google/QXdoeMSFj46s1wu42,https://wa.me/60132238866,March26,60132238866,6013-2238 866,"[""Inflator"",""TPMS"",""Valve"",""Windshield Fluid"",""Wiper"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_98a6de79cd334bb1a160b1de0917d976~mv2.png/Full%20Range.png#originWidth=3560&originHeight=670,X
154,KLH Car & Tyre Services Sdn Bhd,Alan,,,1,1,1,1,Dec 2025,December,Tyreplus,Tyreplus,Kuala Lumpur,Kuala Lumpur,"NO : 425, BT 2 3/4, Jalan Ipoh, 51200 Kuala Lumpur, Wilayah Persekutuan",https://share.google/RCuRcB2ePPzIMXSzy,https://wa.me/60174861252,March26,60174861252,6017-4861 252,"[""Valve"",""TPMS"",""Inflator"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_a72bc59396cd4f9f8b337e098d9e8251~mv2.png/TPMS%20+%20Valve%20+%20Inflator%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,X
155,Syarikat Taman Melawati Tyre & Battery Service,Alan,,,,,,1,,December,Tyre Dealer ,Dunlop,Kuala Lumpur,Kuala Lumpur,"7, Jalan Bandar 2, Taman Melawati, 53100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/j56v2fXZ1F1Dig05u,https://wa.me/60193806368,March26,60193806368,6019-3806 368,"[""Tyre Repair Kit""]",wix:image://v1/7bdb27_178df6e19bfa4a93b9de3a436206cdc7~mv2.png/Repair%20Kit.png#originWidth=3160&originHeight=670,X
156,Yee Huat Tyre and Battery Service (Bandar Country Homes),Liew,20,1,1,40,1,4,Mar'2026,Jan'2026,Tyre Dealer ,Tayaria,Rawang,Selangor,"LOT 1268, Jalan Pusat Bch 1b, Bandar Country Homes, 48000 Rawang, Selangor",https://share.google/tX3FYIH4hbFl3HedZ,https://wa.me/60132953232,March26,60132953232,6013-2953 232,"[""Inflator"",""TPMS"",""Valve"",""Windshield Fluid"",""Wiper"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_98a6de79cd334bb1a160b1de0917d976~mv2.png/Full%20Range.png#originWidth=3560&originHeight=670,X
157,Fast Speed Tyre Service Centre,Alan,,,2,,,,,Jan'2026,WorkShop,Estremo,Kuala Lumpur,Kuala Lumpur,"NO : 32 Ground Floor Jalan 20-38A, Taman Sri Sinar Segambut, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",https://share.google/LtdBVoyttQFHdVnl2,https://wa.me/60122851869,March26,60122851869,6012-2851 869,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,X
158,Kim Heng Car Care Sdn Bhd,Liew,,,10,,,1,Jan 2026,Jan'2026,Tyreplus,Tyreplus,Petaling Jaya,Selangor,"Lot 81, Jalan PJS 11/7, Bandar Sunway, 46150 Petaling Jaya, Selangor",https://share.google/sfq1ZMTbT9VVDEv1l,https://wa.me/60182579267,March26,60182579267,6018-2579 267,"[""TPMS"",""Tyre Repair Kit""]",wix:image://v1/7bdb27_546204fdf2214c82ae990e5cc8926d92~mv2.png/TPMS%20+%20Repair%20Kit.png#originWidth=3160&originHeight=670,X
159,Pusat Perkhidmatan Tayar & Bateri Puchong Sdn Bhd,Alan,,,1,,,,,Jan'2026,Tyre Dealer ,GITI,Kuala Lumpur,Kuala Lumpur,"Lot 5907 Batu 6 ¼ Jalan Puchong Puchong, 58200 Wilayah Persekutuan, Federal Territory of Kuala Lumpur",https://share.google/bPaYLZRQcDGgXbsv3,https://wa.me/60172371319,March26,60172371319,6017-2371 319,"[""TPMS""]",wix:image://v1/7bdb27_dfd7eacbc63c4dd3a1dbd713d55f4024~mv2.png/TPMS.png#originWidth=3160&originHeight=670,X
160,Xinglong Car & Tyre Sdn Bhd,Liew,22,,,,,,,Jan'2026,WorkShop,Own Signage,Sungai Buloh,Selangor,"29, Jalan BRP 7/2, Bukit Rahman Putra, 47000 Shah Alam, Selangor",https://share.google/XtZBEyEePpjvupFz2,https://wa.me/60129106363,March26,60129106363,6012-9106 363,"[""Wiper""]",wix:image://v1/7bdb27_5062baa20f3445619f68013df5fd93f8~mv2.png/Wiper%20(1).png#originWidth=3160&originHeight=670,X
